"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"LINGUAS";"QUANTIDADE"
"RAMON AUTO MARCAS LTDA-ME";"RAMON AUTO-MARCAS";"37.619.681/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";75530050;"GO";"Itumbiara";"Setor Anhangüera";"AV SANTOS DUMONT Nº 258";"(64) 3404-8900";"(64) 3431-7797";"rosane.alves@locarx.com.br";"";"";"28/09/2015";"28/09/2017";"09.051996.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";5
"RAMON AUTO MARCAS LTDA-ME";"RAMON AUTO-MARCAS";"37.619.681/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";75530050;"GO";"Itumbiara";"Setor Anhangüera";"AV SANTOS DUMONT Nº 258";"(64) 3404-8900";"(64) 3431-7797";"rosane.alves@locarx.com.br";"";"";"28/09/2015";"28/09/2017";"09.051996.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";139
"RAMON AUTO MARCAS LTDA-ME";"RAMON AUTO-MARCAS";"37.619.681/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";75530050;"GO";"Itumbiara";"Setor Anhangüera";"AV SANTOS DUMONT Nº 258";"(64) 3404-8900";"(64) 3431-7797";"rosane.alves@locarx.com.br";"";"";"28/09/2015";"28/09/2017";"09.051996.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";164
"RAMOS TRANSPORTES E TURISMO LTDA - ME";"RAMOS  TURISMO";"21.158.130/0001-27";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";38414418;"MG";"Uberlândia";"Mansour";"RUA RIO MACKENZIE, 76";"(34) 9192-5882";"";"mini-agatinha@hotmail.com";"";"";"18/11/2014";"18/11/2016";"11.067598.85.0001-8";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"RBX SERVIÇOS E LOCAÇÃO DE VEÍCULOS LTDA - ME";"********";"06.880.405/0001-48";"Sociedade Empresária";"";"Empresa de Médio ou Grande Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";62400000;"CE";"Camocim";"Camocim";"RUA DR. JOÃO THOMÉ, 111 - CENTRO";"(88) 3621-2339";"(85) 8871-1020";"rbxlocadora@yahoo.com.br";"";"";"17/06/2015";"17/06/2017";"06.052982.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";2
"RBX SERVIÇOS E LOCAÇÃO DE VEÍCULOS LTDA - ME";"********";"06.880.405/0001-48";"Sociedade Empresária";"";"Empresa de Médio ou Grande Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";62400000;"CE";"Camocim";"Camocim";"RUA DR. JOÃO THOMÉ, 111 - CENTRO";"(88) 3621-2339";"(85) 8871-1020";"rbxlocadora@yahoo.com.br";"";"";"17/06/2015";"17/06/2017";"06.052982.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";13
"RC LOCADORA DE AUTOMOVEIS LTDA - ME";"RC  LOCADORA DE AUTOMOVEIS";"14.094.154/0001-02";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";36047070;"MG";"Juiz de Fora";"Bandeirantes";"RUA SABINO FRANCISCO DE BARROS, 1007 CASA 1";"(32) 3215-2268";"";"isalina@terra.com.br";"";"";"11/06/2015";"11/06/2017";"11.046544.85.0001-5";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"RCBM LOCADORA DE VANS E VEICULOS LTDA - ME";"RCBM LOCADORA";"18.659.451/0001-09";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";2618250;"SP";"São Paulo";"Vila Amália (Zona Norte)";"R SAID SAAD, N°: 485 ";"(11) 3965-4681";"";"brehmejia@gmail.com";"";"";"27/03/2015";"27/03/2017";"26.069880.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Espanhol)";2
"RCM TRANSPORTE E LOCADORA DE VEICULOS LTDA - ME";"RCM TRANSPORTE E LOCADORA DE VEICULOS LTDA - ME";"07.103.798/0001-46";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";12250000;"SP";"Monteiro Lobato";"Monteiro Lobato";"PRAÇA ANTONIO SILVA CUNHA BUENO, N°:80 - FUNDOS";"(12) 4141-3857";"";"marsoro@ig.com.br";"";"www.rcmlocadora.com.br";"27/03/2015";"27/03/2017";"26.069885.85.0001-5";"4929-9/02-ALUGUEL DE AUTOMÓVEIS COM MOTORISTA, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";2
"RDA FRETAMENTO & LOCADORA LTDA - ME";"RDA FRETAMENTO & LOCADORA LTDA - ME";"06.122.031/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";18120000;"SP";"Mairinque";"Mairinque";"R MANOEL FRANCISCO DE CAMPOS, 30 - CHACARA LANE";"(11) 4718-1231";"";"danidutra88@gmail.com";"";"";"22/02/2016";"22/02/2018";"26.076796.85.0001-3";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";"(""Nenhuma das Opções"")";1
"RDV LOCADORA VANS E VEICULOS ESPECIAIS EIRELI ME";"RDV LOCADORA VANS E VEICULOS ESPECIAIS EIRELI ME";"20.656.160/0001-09";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";2552000;"SP";"São Paulo";"Vila Bandeirantes";"AV.JOSE DE BRITO DE FREITAS Nº844";"(11) 2364-8421";"(11) 2364-8421";"regis.gajardoni@hotmail.com";"";"";"08/07/2015";"08/07/2017";"26.072042.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Inglês,Espanhol"")";3
"REAL SANTUR TRANSPORTES DE PASSAGEIROS LTDA ME";"REAL SANTUR TRANSPORTES";"03.945.884/0001-45";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";13183642;"SP";"Hortolândia";"Vila Real Santista";"REINALDO CARLOS DE BRITO, 200";"(19) 3897-5227";"";"contato@realsantur.com.br";"donizetedelfin@gmail.com";"www.realsantur.com.br";"17/12/2015";"17/12/2017";"26.075738.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";3
"REALIZA TRANSPORTES E LOCAÇÃO DE VEÍCULOS LTDA";"REALIZA RENT A CAR";"00.215.234/0001-56";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";40270370;"BA";"Salvador";"Vila Laura";"RUA JORGE NOVIS, 177 BARROS REIS";"(71) 3234-9100";"(71) 3234-9104";"paulo@realizarentacar.com.br";"";"www.realizarentacar.com.br";"17/10/2014";"17/10/2016";"05.041844.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";629
"REDE BRASILEIRA DE AUTOMOTORES LTDA";"REDE BRASIL";"39.316.666/0001-99";"Sociedade Empresária";"07/07/1993";"Empresa de Médio ou Grande Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29163166;"ES";"Serra";"São Diogo II";"RUA HUMBERTO DE CAMPOS, 1003";"(27) 3338-0102";"(27) 3338-3076";"qualidade@rbr.com.br";"jaqueline@rbr.com.br";"www.rbr.com.br";"26/10/2015";"26/10/2017";"08.032228.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";30
"REDE BRASILEIRA DE AUTOMOTORES LTDA";"REDE BRASIL";"39.316.666/0001-99";"Sociedade Empresária";"07/07/1993";"Empresa de Médio ou Grande Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29163166;"ES";"Serra";"São Diogo II";"RUA HUMBERTO DE CAMPOS, 1003";"(27) 3338-0102";"(27) 3338-3076";"qualidade@rbr.com.br";"jaqueline@rbr.com.br";"www.rbr.com.br";"26/10/2015";"26/10/2017";"08.032228.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";220
"REDE BRASILEIRA DE AUTOMOTORES LTDA";"REDE BRASIL ALUGUEL DE VEÍCULOS";"39.316.666/0002-70";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29199022;"ES";"Aracruz";"Praia do Coqueiral (Coqueiral)";"RUA DAS AVENCAS, 341";"(27) 3250-1657";"(27) 3250-1657";"adm.serra@rbr.com.br";"jaqueline@rbr.com.br";"www.rbr.com.br/franquia/aracruz";"03/09/2014";"03/09/2016";"08.032229.85.0002-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";10
"REDE BRASILEIRA DE AUTOMOTORES LTDA";"REDE BRASIL ALUGUEL DE VEÍCULOS";"39.316.666/0002-70";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29199022;"ES";"Aracruz";"Praia do Coqueiral (Coqueiral)";"RUA DAS AVENCAS, 341";"(27) 3250-1657";"(27) 3250-1657";"adm.serra@rbr.com.br";"jaqueline@rbr.com.br";"www.rbr.com.br/franquia/aracruz";"03/09/2014";"03/09/2016";"08.032229.85.0002-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";220
"REDE BRASILEIRA DE AUTOMOTORES LTDA";"REDE BRASIL ALUGUEL DE VEÍCULOS";"39.316.666/0008-65";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29311743;"ES";"Cachoeiro de Itapemirim";"Agostinho Simonato";"AV. JONES DOS SANTOS NEVES 974";"(27) 3522-0000";"";"adm.serra@rbr.com.br";"jaqueline@rbr.com.br";"www.rbr.com.br/franquia/aracruz";"03/09/2014";"03/09/2016";"08.032230.85.0008-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";10
"REDE BRASILEIRA DE AUTOMOTORES LTDA";"REDE BRASIL ALUGUEL DE VEÍCULOS";"39.316.666/0008-65";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29311743;"ES";"Cachoeiro de Itapemirim";"Agostinho Simonato";"AV. JONES DOS SANTOS NEVES 974";"(27) 3522-0000";"";"adm.serra@rbr.com.br";"jaqueline@rbr.com.br";"www.rbr.com.br/franquia/aracruz";"03/09/2014";"03/09/2016";"08.032230.85.0008-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";220
"REGINA S. VIANA SILVA LOCADORA DE VANS - ME";"R.V. LOCADORA DE VANS ";"18.905.669/0001-98";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";8061060;"SP";"São Paulo";"Jardim Pedro José Nunes";"R ROSA DE JERICO, 28";"(11) 2297-4671";"";"rsviana@aasp.org.br";"";"";"19/08/2015";"19/08/2017";"26.072920.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";1
"RELAMPAGO RENT A CAR LTDA - ME";"RELAMPAGO RENT A CAR";"24.205.643/0001-30";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59054180;"RN";"Natal";"Dix-Sept Rosado";"AV. NASCIMENTO DE CASTRO, 86";"(84) 98815-6666";"";"taxirelampago@hotmail.com";"";"";"17/02/2016";"17/02/2018";"20.076682.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";18
"REM AUTOMOVEIS LTDA - ME";"HERTZ CAR RENTAL";"10.015.566/0001-40";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";35930000;"MG";"João Monlevade";"Carneirinhos";"AVENIDA WILSON ALVARENGA,401 LJ:02";"(31) 3852-2499";"(31) 3852-2499";"hertzjm@gmail.com";"";"";"19/02/2016";"19/02/2018";"11.057107.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";33
"RENAN MARQUES GONÇALVES TRANSPORTES";"RENAN TURISMO";"15.082.503/0001-20";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";37750000;"MG";"Machado";"Machado";"RUA ALMIRANTE SALDANHA 112, CS A";"(35) 3295-1463";"(35) 3295-1463";"marizalva@axnet.com.br";"";"";"25/08/2014";"25/08/2016";"11.046568.85.0001-7";"4929-9/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Primário), 4929-9/02-ALUGUEL DE AUTOMÓVEIS COM MOTORISTA, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 4929-9/4-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS INTERESTADUAL  (Secundário), 4929-9/4-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS INTERESTADUAL  (Secundário)";"(""Nenhuma das Opções"")";1
"RENASCER LOCADORA LTDA ME";"RENASCER LOCADORA LTDA ME";"12.694.173/0001-36";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";27313190;"RJ";"Barra Mansa";"Saudade";"AV. HOMERO LEITE , Nº 206LOJA14";"(24) 3340-9603";"";"j_5alves@hotmail.com";"";"";"03/06/2014";"03/06/2016";"19.063878.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
"RENATO DE LUCENA CAVALCANTE - ME";"RENATO DE LUCENA CAVALCANTE";"15.598.087/0001-18";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";57036430;"AL";"Maceió";"Jatiúca";"RUA AURELIANO TEIXEIRA DE VASCONCELOS, 121";"(82) 3235-2351";"";"pontualturreservas@hotmail.com";"";"";"12/09/2014";"12/09/2016";"02.066171.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";"(""Nenhuma das Opções"")";15
"RENATO OLAS DE FIGUEIREDO - ME";"AVANT'S PARK";"14.056.946/0001-84";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";4292110;"SP";"São Paulo";"Saúde";"R EUGENIO FALK, N°: 709";"(11) 5611-7086";"";"renatofigueiredo2011@live.com";"";"";"29/04/2015";"29/04/2017";"26.070551.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";2
"RENATO RODRIGUES DE BRITO - ME";"TRANSBRITO";"12.966.071/0001-22";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79290000;"MS";"Bonito";"Bonito";"RUA ATILIO FERNANDES MONTEIRO, 300 - JARDIM FORMOSO";"(67) 3255-4051";"(67) 3255-4051";"alternativa_contabilidade@hotmail.com";"";"";"18/12/2015";"18/12/2017";"12.039896.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Espanhol"")";1
"RESTAURANTE MESQUITA RIBEIRO LTDA";"RAJA RESTAURANTE E PIZZARIA";"07.985.008/0001-01";"Sociedade Empresária";"03/05/2006";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";76420000;"GO";"Niquelândia";"Niquelândia";"AV. BRASIL N-130";"(62) 3354-3286";"";"mesquitaribeiro@gmail.com";"";"";"15/02/2016";"15/02/2018";"09.037093.85.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"RESTAURANTE MUTTONI E CIA LTDA - ME";"PER VOI";"14.304.609/0001-69";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";95670000;"RS";"Gramado";"Gramado";"AV DAS HORTENSIAS 1511 SALA 2 ";"(54) 3286-0803";"";"lucasmuttoni12@hotmail.com";"";"";"26/09/2014";"26/09/2016";"23.066491.85.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";3
"RESTAURANTE MUTTONI E CIA LTDA - ME";"PER VOI";"14.304.609/0001-69";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";95670000;"RS";"Gramado";"Gramado";"AV DAS HORTENSIAS 1511 SALA 2 ";"(54) 3286-0803";"";"lucasmuttoni12@hotmail.com";"";"";"26/09/2014";"26/09/2016";"23.066491.85.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";5
"RESTAURANTE MUTTONI E CIA LTDA - ME";"PER VOI";"14.304.609/0001-69";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";95670000;"RS";"Gramado";"Gramado";"AV DAS HORTENSIAS 1511 SALA 2 ";"(54) 3286-0803";"";"lucasmuttoni12@hotmail.com";"";"";"26/09/2014";"26/09/2016";"23.066491.85.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";6
"RFCAR LOCADORA EIRELI - ME";"RFCAR LOCADORA";"23.722.595/0001-94";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";11070410;"SP";"Santos";"Marapé";"R. HERCULES FLORENCE,N°20 1º ANDAR";"(13) 99107-3356";"";"rodrigo@rfcar.com.br";"";"www.rfcar.com.br";"28/03/2016";"28/03/2018";"26.077567.85.0001-5";"4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Primário), 7719-5/99-TRAILERS SEM CONDUTOR; LOCAÇÃO DE, ALUGUEL DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7990-2/00-RESERVAS RELACIONADAS A VIAGENS; SERVIÇOS DE (Secundário)";"(Inglês)";1
"RH LOCADORA DE AUTOMÓVEIS EIRELI - EPP";"GRUPO GETULLIO";"07.000.412/0001-70";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";78020815;"MT";"Cuiabá";"Goiabeiras";"RUA POLONIA, 145";"(65) 3027-1280";"";"adm.ghn@nobilehoteis.com.br";"";"";"30/03/2016";"30/03/2018";"13.061891.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";15
"RIBAL LOCADORA DE VEÍCULOS LTDA - EPP";"RIBAL LOCADORA";"07.605.506/0001-73";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";71250110;"DF";"Guará";"Zona Industrial";"SCIA QUADRA 14 CONJUNTO 02 LOTES 1/3";"(61) 3425-2525";"";"postoribal@gmail.com";"";"";"13/02/2015";"13/02/2017";"07.051663.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";1
"RIBAL LOCADORA DE VEÍCULOS LTDA - EPP";"RIBAL LOCADORA";"07.605.506/0001-73";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";71250110;"DF";"Guará";"Zona Industrial";"SCIA QUADRA 14 CONJUNTO 02 LOTES 1/3";"(61) 3425-2525";"";"postoribal@gmail.com";"";"";"13/02/2015";"13/02/2017";"07.051663.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";5
"RIBAL LOCADORA DE VEÍCULOS LTDA - EPP";"RIBAL LOCADORA";"07.605.506/0001-73";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";71250110;"DF";"Guará";"Zona Industrial";"SCIA QUADRA 14 CONJUNTO 02 LOTES 1/3";"(61) 3425-2525";"";"postoribal@gmail.com";"";"";"13/02/2015";"13/02/2017";"07.051663.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";27
"RICARDA LOPES ALVES - ME";"SANTA FÉ TRANSPORTES";"18.180.319/0001-01";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79290000;"MS";"Bonito";"Bonito";"RUA GERALDO LEITE, 956 - VILA AMÉRICA";"(67) 9295-4869";"(67) 3255-4051";"alternativa_contabilidade@hotmail.com";"";"";"03/03/2016";"03/03/2018";"12.059116.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Espanhol)";2
"RICARDO N MAURICIO - ME";"DIRETRIZ SERVIÇOS";"19.906.615/0001-00";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59143275;"RN";"Parnamirim";"Vale do Sol";"AV DR ÁTILA PAIVA, Nº 100 - SL 05";"(84) 99131-0383";"";"ricardo@diretrizsms.com.br";"";"";"12/02/2016";"12/02/2018";"20.076596.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Espanhol)";10
"RIDE LOCAÇÕES E TURISMO LTDA - ME";"RIDE";"04.570.219/0001-87";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58039100;"PB";"João Pessoa";"Tambaú";"AV. NEGO, 71 - TAMBAÚ";"(83) 3035-0303";"(83) 3035-0303";"jbragaleite@gmail.com";"";"www.riderentacar.com.br";"07/04/2015";"07/04/2017";"15.070084.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário)";"(""Inglês,Italiano,Espanhol"")";2
"RIDE LOCAÇÕES E TURISMO LTDA - ME";"RIDE";"04.570.219/0001-87";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58039100;"PB";"João Pessoa";"Tambaú";"AV. NEGO, 71 - TAMBAÚ";"(83) 3035-0303";"(83) 3035-0303";"jbragaleite@gmail.com";"";"www.riderentacar.com.br";"07/04/2015";"07/04/2017";"15.070084.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário)";"(""Inglês,Italiano,Espanhol"")";3
"RIDE LOCAÇÕES E TURISMO LTDA - ME";"RIDE";"04.570.219/0001-87";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58039100;"PB";"João Pessoa";"Tambaú";"AV. NEGO, 71 - TAMBAÚ";"(83) 3035-0303";"(83) 3035-0303";"jbragaleite@gmail.com";"";"www.riderentacar.com.br";"07/04/2015";"07/04/2017";"15.070084.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário)";"(""Inglês,Italiano,Espanhol"")";5
"RIDE LOCAÇÕES E TURISMO LTDA - ME";"RIDE";"04.570.219/0001-87";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58039100;"PB";"João Pessoa";"Tambaú";"AV. NEGO, 71 - TAMBAÚ";"(83) 3035-0303";"(83) 3035-0303";"jbragaleite@gmail.com";"";"www.riderentacar.com.br";"07/04/2015";"07/04/2017";"15.070084.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário)";"(""Inglês,Italiano,Espanhol"")";12
"RIO BR CONNECTION SERVIÇOS E TURISMO LTDA - ME";"RIO CONNECTION";"20.007.927/0001-60";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";20561140;"RJ";"Rio de Janeiro";"Grajaú";"RUA GRAJAU, 138 - 303";"(21) 2218-6917";"(21) 3238-6808";"ammattos2@gmail.com";"albertorocque@hotmail.com";"www.riobrconnection.com";"01/07/2014";"01/07/2016";"19.064480.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
